bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,month_sold,house_age,years_since_reno,recently_renovated,has_basement,sqft_vs_neighbors,dist_to_seattle,top_grade,grade_x_sqft,basement_ratio,zip_median_price
3,1.0,1290,12415,1.5,0,0,3,6,1290,0,47.3719,-122.461,1620,12415,3,107,107,0,0,-330,0.26741671600706374,0,7740,0.0,465000.0
3,3.25,1600,1289,3.0,0,0,3,8,1600,0,47.6957,-122.375,1600,1376,8,17,17,0,0,0,0.09925049118266592,0,12800,0.0,544000.0
3,1.0,1120,2300,1.0,0,0,4,7,820,300,47.6797,-122.384,1430,5100,6,103,103,0,1,-310,0.08997699706035825,0,7840,0.26785714285714285,544000.0
2,1.75,2060,7192,1.0,0,0,3,7,1420,640,47.7038,-122.317,1860,7140,11,75,75,0,1,200,0.0987611765827043,0,14420,0.3106796116504854,425000.0
4,2.5,2830,13760,2.0,0,0,3,8,2830,0,47.7334,-121.97,2350,14029,10,22,22,0,0,480,0.3837919358193957,0,22640,0.0,401250.0
3,2.0,1210,6634,1.0,0,0,4,7,1210,0,47.4097,-122.193,1560,7200,8,30,30,0,0,-350,0.2407510332272738,0,8470,0.0,288000.0
3,2.25,1560,11997,1.0,0,0,3,7,1260,300,47.5378,-121.742,1820,36590,3,27,27,0,1,-260,0.5940509826605724,0,10920,0.19230769230769232,502500.0
3,2.25,2260,17114,2.0,0,0,3,7,2260,0,47.7537,-122.296,2360,14893,5,25,25,0,0,-100,0.1518534161617695,0,15820,0.0,375000.0
4,2.5,1850,8198,2.0,0,0,3,7,1850,0,47.4079,-122.186,1850,7924,7,22,22,0,0,0,0.24630895233425507,0,12950,0.0,288000.0
4,2.5,1930,8040,1.0,0,0,3,7,1380,550,47.7283,-122.218,2080,7200,4,37,37,0,1,-150,0.16711439195951241,0,13510,0.2849740932642487,445950.0
4,2.5,3230,4290,2.0,0,0,3,9,3230,0,47.6874,-122.161,3220,5083,10,11,11,0,0,10,0.18939020566016015,0,29070,0.0,678000.0
4,2.5,3230,4290,2.0,0,0,3,9,3230,0,47.6874,-122.161,3220,5083,12,11,11,0,0,10,0.18939020566016015,0,29070,0.0,678000.0
4,2.75,2450,5376,1.5,0,0,4,7,1550,900,47.6865,-122.396,1920,5264,10,95,95,0,1,530,0.10262212237135167,0,17150,0.3673469387755102,544000.0
3,1.0,1200,5650,1.5,0,0,3,7,1200,0,47.5065,-122.249,1610,5650,2,87,87,0,0,-410,0.12979098581950907,0,8400,0.0,278277.0
3,2.5,2360,8093,2.0,0,0,3,8,2360,0,47.3257,-122.17,1860,6762,12,20,20,0,0,500,0.32397015294622505,0,18880,0.0,309780.0
3,1.0,1060,9506,1.0,0,0,3,7,1060,0,47.7317,-122.31,1520,8469,7,56,56,0,0,-460,0.12743100093775683,0,7420,0.0,425000.0
5,1.75,2220,6000,1.5,0,0,3,7,1420,800,47.648,-122.384,1550,1715,5,92,92,0,1,670,0.06663970288049402,0,15540,0.36036036036036034,689800.0
3,1.0,880,6664,1.0,0,0,3,6,880,0,47.6855,-122.199,1690,6564,4,54,54,0,0,-810,0.1549325659762954,0,5280,0.0,678000.0
4,2.0,2510,9750,1.0,0,0,3,8,1630,880,47.7438,-122.229,1980,9750,4,55,55,0,1,530,0.1719400186111403,0,20080,0.350597609561753,445000.0
4,4.0,2530,1774,3.0,0,2,3,9,2100,430,47.6362,-122.369,2160,2400,2,2,2,0,1,370,0.04755638758358625,0,22770,0.16996047430830039,744975.0
2,1.0,700,10540,1.0,0,0,3,6,700,0,47.438,-122.336,890,10540,5,62,62,0,0,-190,0.16824520795553022,0,4200,0.0,390000.0
3,2.0,1500,5200,1.0,0,0,3,7,1060,440,47.3653,-122.09,1640,5200,4,38,38,0,1,-140,0.34153362938369414,0,10500,0.29333333333333333,291500.0
3,2.0,1130,9879,2.0,0,0,3,6,1130,0,47.635,-121.964,1900,14907,7,19,19,0,0,-770,0.369224931444233,0,6780,0.0,634900.0
3,2.0,1420,6060,1.0,0,0,5,7,830,590,47.5102,-122.372,1420,6360,10,73,73,0,1,0,0.10396157944164244,0,9940,0.4154929577464789,305000.0
3,2.25,2210,22040,1.0,0,0,5,8,1510,700,47.5904,-122.194,2470,14258,10,39,39,0,1,-260,0.13900089927766077,0,17680,0.3167420814479638,1150000.0
2,1.0,1170,5043,1.0,0,0,3,6,880,290,47.5492,-122.302,1430,5692,4,66,66,0,1,-260,0.06445936704622268,0,7020,0.24786324786324787,342500.0
2,1.0,780,16344,1.0,0,0,1,5,780,0,47.4739,-122.28,1700,10387,5,73,73,0,0,-920,0.1421889587837247,0,3900,0.0,235000.0
4,1.75,1770,12875,1.0,0,0,3,8,1770,0,47.7438,-122.247,2150,12875,4,27,27,0,0,-380,0.1617892765296861,0,14160,0.0,445000.0
3,1.0,1070,4505,1.0,0,2,4,7,1070,0,47.5305,-122.384,1380,4505,5,96,96,0,0,-310,0.09178289601009545,0,7490,0.0,489950.0
3,2.0,1930,10929,1.0,0,0,3,8,1260,670,47.7657,-122.272,2030,8750,4,51,51,0,1,-100,0.17044723523718236,0,15440,0.3471502590673575,375000.0
3,1.5,1940,2885,1.5,0,2,3,8,1940,0,47.6308,-122.369,2550,3600,6,115,115,0,0,-610,0.04434828068820914,0,15520,0.0,744975.0
3,2.75,1440,7350,1.0,0,0,4,7,1040,400,47.4431,-122.138,1510,7350,4,35,35,0,1,-70,0.2535279471774203,0,10080,0.2777777777777778,335000.0
3,2.5,1740,5267,2.0,0,0,3,7,1740,0,47.3777,-122.023,2180,5000,8,16,16,0,0,-440,0.3843892038026072,0,12180,0.0,342000.0
3,2.5,1740,5267,2.0,0,0,3,7,1740,0,47.3777,-122.023,2180,5000,4,16,16,0,0,-440,0.3843892038026072,0,12180,0.0,342000.0
5,2.75,2210,13500,1.0,0,0,5,7,1460,750,47.4468,-122.282,1590,10850,11,52,52,0,1,620,0.1670879109929842,0,15470,0.3393665158371041,264000.0
4,2.0,2190,3622,1.5,0,0,5,8,1990,200,47.6887,-122.312,1450,3082,9,90,90,0,1,740,0.08491324984947471,0,17520,0.091324200913242,567000.0
3,2.5,2590,7720,2.0,0,0,3,9,2590,0,47.659,-122.146,2600,9490,6,27,27,0,0,-10,0.1934452118818099,0,23310,0.0,555000.0
3,2.5,2790,19485,2.0,0,0,3,9,2790,0,47.4688,-122.124,2580,17859,8,25,25,0,0,210,0.24936794100284942,0,25110,0.0,435000.0
5,1.75,2180,9178,1.0,0,0,3,7,1140,1040,47.4364,-122.28,2140,9261,8,52,52,0,1,40,0.177613203338041,0,15260,0.47706422018348627,264000.0
4,2.75,2580,11900,1.0,0,0,4,7,1620,960,47.4475,-122.159,1570,9375,4,48,48,0,1,1010,0.23483888093754376,0,18060,0.37209302325581395,335000.0
3,2.25,2820,8100,1.0,0,0,4,7,1720,1100,47.4944,-122.304,1040,8100,3,68,68,0,1,1780,0.11527727442995969,0,19740,0.3900709219858156,235000.0
2,1.75,1300,22239,1.0,0,0,4,7,1300,0,47.4801,-122.092,1300,14810,5,70,29,0,0,0,0.2711995943949758,0,9100,0.0,435000.0
2,1.0,720,8040,1.0,0,0,3,6,720,0,47.4662,-122.359,2300,9500,6,72,72,0,0,-1580,0.14256089926764645,0,4320,0.0,390000.0
3,2.5,2260,4550,1.5,0,0,4,7,1380,880,47.5714,-122.376,1870,4582,8,87,87,0,1,390,0.05602008568362758,0,15820,0.3893805309734513,395750.0
3,2.5,1550,1092,3.0,0,0,3,8,1390,160,47.6355,-122.324,1550,1079,10,11,11,0,1,0,0.030399013141875774,0,12400,0.1032258064516129,700000.0
3,1.75,1390,7700,1.0,0,0,5,7,1390,0,47.4559,-122.183,1260,7700,2,50,50,0,0,130,0.2117094707376065,0,9730,0.0,335000.0
4,2.5,2380,9362,2.0,0,0,3,8,2380,0,47.3148,-122.349,2190,9840,7,15,15,0,0,190,0.2918896538077394,0,19040,0.0,268450.0
3,2.5,2640,5964,2.0,0,0,3,9,2640,0,47.7043,-122.128,2680,5211,7,12,12,0,0,-40,0.22645180502702814,0,23760,0.0,615000.0
5,2.0,2260,11970,1.0,0,0,4,7,1250,1010,47.3896,-122.218,1950,11970,4,53,53,0,1,310,0.24481497094744506,0,15820,0.4469026548672566,288000.0
3,2.75,1720,6720,1.0,0,0,4,7,1270,450,47.6138,-122.298,1690,3248,9,68,68,0,1,30,0.03493665696656758,0,12040,0.2616279069767442,572000.0
3,1.0,1070,14000,1.0,0,0,3,7,1070,0,47.4971,-122.279,920,12500,12,55,55,0,0,150,0.121335979824616,0,7490,0.0,278277.0
3,2.25,2000,7225,2.0,0,0,4,7,2000,0,47.349,-122.167,1950,7464,2,30,30,0,0,50,0.3056302504661487,0,14000,0.0,282255.0
4,2.5,2800,10786,1.0,0,0,3,8,1420,1380,47.5959,-122.116,2140,10788,7,45,45,0,1,660,0.21634532581037855,0,22400,0.4928571428571429,545000.0
3,1.75,1450,61419,1.0,0,0,4,8,1450,0,47.3343,-122.16,2256,82328,4,39,39,0,0,-806,0.3217887816565415,0,11600,0.0,309780.0
3,1.0,1620,10610,1.0,0,0,4,6,1620,0,47.474,-122.125,1680,10795,11,57,57,0,0,-60,0.24569747658451835,0,9720,0.0,435000.0
3,2.5,2710,23292,1.0,0,4,3,9,2080,630,47.7608,-122.374,2430,20000,10,59,59,0,1,280,0.16017730800584862,0,24390,0.23247232472324722,554000.0
2,1.75,1520,4220,1.0,0,0,4,7,840,680,47.6876,-122.366,1120,5700,4,105,105,0,1,400,0.08817692441903682,0,10640,0.4473684210526316,544000.0
5,2.75,2730,22572,1.0,0,0,3,7,2080,650,47.5951,-122.037,2260,15458,6,47,23,0,1,470,0.295308685954197,0,19110,0.23809523809523808,739999.0
3,2.25,1740,10378,1.0,0,0,5,7,1740,0,47.3815,-122.09,1420,10167,9,38,38,0,0,320,0.3303066756818521,0,12180,0.0,291500.0
4,1.75,1800,28650,1.0,0,0,4,7,1800,0,47.3926,-122.166,1800,5234,2,40,40,0,0,0,0.2705811708157089,0,12600,0.0,288000.0
4,3.5,4150,16197,2.0,0,0,3,10,4150,0,47.3423,-122.183,3618,15210,6,9,9,0,0,532,0.3031072747394836,1,41500,0.0,267475.0
5,3.5,3270,4080,2.0,0,0,3,9,2180,1090,47.6754,-122.327,1410,4080,7,4,4,0,1,1860,0.06938767902156899,0,29430,0.3333333333333333,567000.0
2,1.0,1070,6000,1.0,0,0,4,5,1070,0,47.495,-122.227,1910,6000,5,93,93,0,0,-840,0.1530080063264644,0,5350,0.0,278277.0
4,0.75,1960,8277,1.0,1,4,4,7,1320,640,47.3648,-122.325,1940,8402,12,92,29,0,1,20,0.24150438919406683,0,13720,0.32653061224489793,265000.0
3,3.25,1600,1882,2.0,0,0,3,8,1360,240,47.7151,-122.355,1390,1379,8,15,15,0,1,210,0.11128171458060836,0,12800,0.15,375000.0
4,1.75,1650,7775,1.0,0,0,4,7,1150,500,47.715,-122.354,1390,7200,5,65,65,0,1,260,0.11098220578092952,0,11550,0.30303030303030304,375000.0
5,1.5,2170,8610,1.0,0,0,4,7,1230,940,47.6111,-122.126,1670,8610,10,56,56,0,1,500,0.20615824019426623,0,15190,0.43317972350230416,545000.0
3,3.0,3730,383328,1.5,0,0,4,9,2230,1500,47.4257,-122.03,1940,217800,11,25,25,0,1,1790,0.35191570013285606,0,33570,0.40214477211796246,342000.0
4,2.75,3280,6845,2.0,0,0,3,10,3280,0,47.7042,-122.107,3280,7467,8,12,12,0,0,0,0.2455076577217068,1,32800,0.0,615000.0
3,1.0,870,8040,1.0,0,0,3,7,870,0,47.7048,-122.368,1440,8040,12,62,62,0,0,-570,0.10493221621599051,0,6090,0.0,554000.0
2,1.0,900,28800,1.0,0,0,1,6,900,0,47.5245,-121.822,1360,7200,6,87,87,0,0,-460,0.5166012969399068,0,5400,0.0,502500.0
2,1.0,1400,10800,1.0,0,0,4,7,1400,0,47.7726,-122.21,1560,11280,8,41,41,0,0,-160,0.2063913031113458,0,9800,0.0,470000.0
4,2.75,1680,9545,1.0,0,0,4,7,1080,600,47.739,-122.243,1890,9545,5,36,36,0,1,-210,0.15992076162899954,0,11760,0.35714285714285715,445000.0
4,2.0,2390,23972,2.0,0,0,3,7,1720,670,47.3197,-122.343,1950,22750,4,66,66,0,1,440,0.2867072723179555,0,16730,0.2803347280334728,268450.0
3,2.5,2300,5500,1.5,0,0,4,8,2000,300,47.5785,-122.293,2100,5000,5,94,94,0,1,200,0.047917637671315,0,18400,0.13043478260869565,450000.0
3,1.75,1340,7473,1.0,0,0,4,7,1340,0,47.3087,-122.206,1510,8240,5,42,42,0,0,-170,0.3231214322820418,0,9380,0.0,235000.0
3,2.75,2600,10874,2.0,0,0,3,9,2600,0,47.3815,-122.146,2800,11504,4,21,21,0,0,-200,0.2917589758687776,0,23400,0.0,291500.0
3,2.25,1640,7730,1.0,0,0,4,7,1220,420,47.3576,-122.039,1560,7566,5,26,26,0,1,80,0.3843300274503658,0,11480,0.25609756097560976,342000.0
4,1.75,1960,6177,1.0,0,0,4,8,1960,0,47.3131,-122.383,2010,8162,9,48,48,0,0,-50,0.29748684004507053,0,15680,0.0,268450.0
3,2.5,1480,1961,2.0,0,0,3,8,1480,0,47.5478,-122.0,1400,1138,6,10,10,0,0,80,0.33719574433850413,0,11840,0.0,575000.0
4,3.25,5010,34460,2.0,0,0,3,12,5010,0,47.5469,-122.127,4760,34460,5,27,27,0,0,250,0.21350058547929254,1,60120,0.0,760184.5
4,2.0,1540,5000,1.5,0,0,4,7,1540,0,47.6713,-122.3,1790,4000,12,102,102,0,0,-250,0.07258388250844759,0,10780,0.0,675000.0
4,2.75,4030,10240,2.0,0,2,3,8,3310,720,47.7168,-122.365,2490,7680,12,72,21,0,1,1540,0.11538964424938414,0,32240,0.17866004962779156,554000.0
6,3.0,3020,13783,2.0,0,0,3,8,3020,0,47.5722,-122.226,1720,13500,6,63,13,0,0,1300,0.11141458611869216,0,24160,0.0,993500.0
2,2.0,1590,9375,1.0,0,0,3,7,910,680,47.4585,-122.205,1560,8524,11,32,32,0,1,30,0.1948581535373867,0,11130,0.4276729559748428,294950.0
4,2.5,2910,9131,2.0,0,0,3,10,2910,0,47.6826,-122.186,1880,11212,8,1,1,0,0,1030,0.16487016103587995,1,29100,0.0,678000.0
4,2.5,3020,15164,1.0,0,0,4,8,1730,1290,47.5882,-122.192,2600,11556,1,39,39,0,1,420,0.1412515840619181,0,24160,0.4271523178807947,1150000.0
3,2.0,2290,11200,2.0,0,0,3,9,2290,0,47.6517,-122.124,2250,10000,12,36,36,0,0,40,0.21301610267770943,0,20610,0.0,615000.0
3,1.75,2180,9220,1.0,0,0,4,7,1090,1090,47.3547,-122.285,2050,22400,3,77,77,0,1,130,0.25587235098775335,0,15260,0.5,260000.0
4,1.75,2740,10086,1.0,0,0,3,7,1440,1300,47.5112,-122.329,1710,9840,8,43,43,0,1,1030,0.0950505654901632,0,19180,0.4744525547445255,235000.0
4,2.5,2740,33158,2.0,0,0,3,9,2740,0,47.3333,-122.074,2740,36074,7,22,22,0,0,0,0.3756195149349929,0,24660,0.0,291500.0
2,3.0,2330,3600,2.0,0,0,5,10,1870,460,47.6316,-122.282,2950,7200,9,88,36,0,1,-620,0.056170899939380785,1,23300,0.19742489270386265,915000.0
3,2.25,2300,7200,1.0,0,0,4,8,1550,750,47.324,-122.328,2000,7350,12,37,37,0,1,300,0.282229782269699,0,18400,0.32608695652173914,267475.0
4,4.0,1550,6596,1.5,0,0,5,7,1550,0,47.6711,-122.398,1830,4850,11,108,108,0,0,-280,0.09249226994727769,0,10850,0.0,529950.0
4,2.5,1750,11381,1.0,0,0,4,7,1610,140,47.7425,-122.321,1080,11375,8,68,68,0,1,670,0.1367512339980871,0,12250,0.08,375000.0
3,1.5,2180,5000,1.0,0,3,4,8,1090,1090,47.5787,-122.402,2070,5000,12,74,74,0,1,110,0.07511497853291815,0,17440,0.5,562750.0
3,2.5,1610,8544,2.0,0,0,5,7,1610,0,47.3714,-122.054,1840,8190,12,21,21,0,0,-230,0.3639651769056995,0,11270,0.0,342000.0
3,1.0,1570,9136,1.0,0,0,3,7,1570,0,47.7688,-122.337,1380,9127,9,62,62,0,0,190,0.16267381473365433,0,10990,0.0,375000.0
3,1.75,1140,9628,1.0,0,0,4,7,1140,0,47.2933,-122.372,1510,9633,5,46,46,0,0,-370,0.3154337014334386,0,7980,0.0,268450.0
3,1.75,1140,9628,1.0,0,0,4,7,1140,0,47.2933,-122.372,1510,9633,10,46,46,0,0,-370,0.3154337014334386,0,7980,0.0,268450.0
4,1.5,2480,6383,1.0,0,0,3,7,1380,1100,47.6445,-122.374,1440,6000,1,69,69,0,1,1040,0.05676706791793831,0,17360,0.4435483870967742,744975.0
3,1.75,1690,8190,1.0,0,0,4,8,1690,0,47.5857,-122.172,1840,8705,5,57,57,0,0,-150,0.161407124997628,0,13520,0.0,765475.0
4,3.0,2910,8027,1.0,0,0,5,8,1800,1110,47.6939,-122.391,2390,7660,4,45,45,0,1,520,0.10564326765109387,0,23280,0.38144329896907214,544000.0
4,2.0,1600,15044,1.0,0,0,3,7,1600,0,47.72,-122.216,1660,8102,8,43,43,0,0,-60,0.16257198405629478,0,11200,0.0,445950.0
2,1.0,1010,14244,1.0,1,4,1,5,1010,0,47.5476,-122.399,1820,15792,1,89,89,0,0,-810,0.08893576333511928,0,5050,0.0,489950.0
3,2.0,1850,9570,1.0,0,0,4,7,950,900,47.697,-122.322,1430,6380,8,75,75,0,1,420,0.09136000218914272,0,12950,0.4864864864864865,567000.0
3,1.75,2150,2527,2.0,0,0,4,8,1400,750,47.6629,-122.329,1610,3663,12,109,109,0,1,540,0.056784681032827355,0,17200,0.3488372093023256,550000.0
3,1.75,2650,7378,1.0,0,0,3,7,1460,1190,47.7525,-122.315,1600,7616,1,63,63,0,1,1050,0.1472959605691852,0,18550,0.4490566037735849,375000.0
4,1.75,2510,5800,1.0,0,2,4,9,1830,680,47.648,-122.41,2190,5800,11,62,62,0,1,320,0.08840616494340264,0,22590,0.27091633466135456,689800.0
4,2.5,3240,3600,2.0,0,0,3,9,2060,1180,47.6405,-122.356,1820,3600,5,7,7,0,1,1420,0.04180550203023529,0,29160,0.36419753086419754,736000.0
4,2.5,3440,14554,2.0,1,4,3,8,2170,1270,47.7364,-122.286,3170,11810,4,3,3,0,1,270,0.1381204184760535,0,27520,0.3691860465116279,375000.0
3,2.0,1150,6249,1.0,0,0,3,7,1150,0,47.7489,-122.284,2470,7751,9,63,9,1,0,-1320,0.1505885121780493,0,8050,0.0,375000.0
3,1.75,1890,9535,1.0,0,0,3,7,1210,680,47.4872,-122.223,2040,11108,1,39,39,0,1,-150,0.16144290012261148,0,13230,0.35978835978835977,294950.0
4,2.75,1430,7403,1.0,0,0,3,7,1030,400,47.5346,-122.344,1480,7663,4,33,33,0,1,-50,0.07258216034261075,0,10010,0.27972027972027974,314250.0
1,0.75,370,1801,1.0,0,0,5,5,370,0,47.6778,-122.389,1340,5000,7,92,92,0,0,-970,0.09145583633644916,0,1850,0.0,544000.0
5,3.25,3130,12087,2.0,0,0,3,8,2180,950,47.5336,-122.052,2410,10350,7,40,40,0,1,720,0.28935578445919263,0,25040,0.3035143769968051,570500.0
4,2.5,2105,6093,2.0,0,0,3,8,2105,0,47.3531,-122.147,1930,8022,7,12,12,0,0,175,0.3135627847816104,0,16840,0.0,291500.0
3,1.0,890,5965,1.0,0,0,3,7,890,0,47.7518,-122.279,1930,7500,8,65,65,0,0,-1040,0.15498054716641235,0,6230,0.0,375000.0
3,1.5,1340,7200,1.0,0,0,3,7,1340,0,47.718,-122.193,1730,8820,2,43,43,0,0,-390,0.17846021965693162,0,9380,0.0,445950.0
4,2.25,2290,12174,1.0,1,4,3,7,1490,800,47.5114,-122.245,2290,9379,7,67,67,0,1,0,0.12873791205390334,0,16030,0.34934497816593885,278277.0
3,2.5,2770,9350,2.0,0,3,3,8,2770,0,47.5253,-122.201,2660,9695,8,58,15,0,0,110,0.15405200420637472,0,22160,0.0,380000.0
3,1.5,1890,9450,1.0,0,0,3,7,1090,800,47.4829,-122.341,1470,8100,6,58,58,0,1,420,0.12362079113158939,0,13230,0.42328042328042326,305000.0
5,2.25,3160,8065,2.0,0,0,3,8,3160,0,47.5678,-122.089,2540,7917,1,38,38,0,0,620,0.24611414018702665,0,25280,0.0,570500.0
2,2.5,1830,2856,2.0,0,0,3,7,1830,0,47.5524,-121.996,1850,2667,11,10,10,0,0,-20,0.34037868617174244,0,12810,0.0,575000.0
4,2.75,2950,49658,1.0,0,0,4,8,2950,0,47.3596,-121.922,1720,54672,7,55,17,0,0,1230,0.4785327261536042,0,23600,0.0,359999.5
3,1.0,1430,8640,1.0,0,0,5,7,1430,0,47.572,-122.147,1430,9840,1,61,61,0,0,0,0.18823296735693434,0,10010,0.0,760184.5
3,2.0,1420,12655,1.0,0,0,5,7,1420,0,47.5309,-122.186,2020,9655,11,47,47,0,0,-600,0.16436331707530374,0,9940,0.0,380000.0
4,1.75,2460,7560,2.0,0,0,4,8,2460,0,47.7256,-122.367,2760,8918,8,63,63,0,0,-300,0.1243960208366821,0,19680,0.0,554000.0
3,1.0,1340,6120,1.5,0,0,4,7,1340,0,47.5272,-122.322,1260,6000,12,95,95,0,0,80,0.07964301601521619,0,9380,0.0,342500.0
4,1.0,1530,7920,1.0,0,0,3,7,1030,500,47.4544,-122.36,1690,7920,3,60,60,0,1,-160,0.15434263830840975,0,10710,0.32679738562091504,390000.0
6,3.0,2650,12870,1.0,0,0,4,7,2650,0,47.2069,-121.989,1450,8668,12,38,38,0,0,1200,0.5264580705051428,0,18550,0.0,279500.0
4,2.25,1677,3600,2.0,0,0,3,7,1677,0,47.32,-122.178,1677,3600,4,3,3,0,0,0,0.32504961159798423,0,11739,0.0,309780.0
3,1.75,2050,11856,1.0,0,0,3,7,1460,590,47.5735,-122.162,2670,11856,6,53,53,0,1,-620,0.17321460677436176,0,14350,0.28780487804878047,760184.5
3,2.0,2520,3959,1.0,0,0,5,8,1270,1250,47.6693,-122.289,1660,3959,8,84,84,0,1,860,0.07641478914450679,0,20160,0.49603174603174605,675000.0
3,3.5,2620,11148,2.0,0,4,4,9,2060,560,47.5845,-122.115,2590,10796,10,38,38,0,1,30,0.21818180492424435,0,23580,0.21374045801526717,545000.0
3,2.5,1650,6675,1.0,0,0,3,8,1290,360,47.2899,-122.372,1880,6675,11,25,25,0,1,-230,0.31880668123488115,0,13200,0.21818181818181817,268450.0
2,1.0,700,4836,1.0,0,0,4,6,700,0,47.7139,-122.288,1190,7050,12,89,89,0,0,-490,0.11637912183892904,0,4200,0.0,425000.0
4,2.5,3430,7508,2.0,0,0,3,10,3430,0,47.6866,-122.11,3110,8741,10,17,17,0,0,320,0.23620450884773236,1,34300,0.0,615000.0
4,2.5,3140,11049,2.0,0,0,3,10,3140,0,47.5817,-122.192,2750,11049,11,27,27,0,0,390,0.1422260876210875,1,31400,0.0,1150000.0
3,2.5,2350,3750,2.0,0,0,3,7,1740,610,47.6767,-122.365,1590,4700,11,12,12,0,1,760,0.07779884317905529,0,16450,0.25957446808510637,544000.0
4,3.0,1990,6180,2.0,0,0,3,7,1990,0,47.3083,-122.36,1910,6180,5,25,25,0,0,80,0.29920364302594854,0,13930,0.0,268450.0
4,2.5,2050,14724,2.0,0,0,3,7,2050,0,47.73,-121.969,1920,12841,7,26,26,0,0,130,0.38362488188333277,0,14350,0.0,401250.0
2,1.0,930,8665,1.0,0,0,4,6,930,0,47.4822,-122.318,1630,12375,8,77,77,0,0,-700,0.12479907852224131,0,5580,0.0,235000.0
3,1.0,1230,12305,1.0,0,0,3,7,1230,0,47.6095,-122.195,2100,7960,5,60,25,0,0,-870,0.13713970978531712,0,8610,0.0,1150000.0
3,2.5,1870,9135,1.0,0,0,3,7,1250,620,47.6269,-122.06,1550,9100,11,31,31,0,1,320,0.272886240034189,0,13090,0.3315508021390374,642000.0
3,2.25,2110,7665,1.0,0,0,4,7,1360,750,47.3082,-122.372,1660,8436,6,42,42,0,1,450,0.3006592922229435,0,14770,0.35545023696682465,268450.0
5,3.25,3160,10000,2.0,0,0,4,8,3160,0,47.52,-122.047,2130,10000,6,35,35,0,0,1030,0.29784635300772044,0,25280,0.0,570500.0
3,1.0,1120,8631,1.0,0,0,3,7,1120,0,47.7077,-122.314,1350,7714,8,73,73,0,0,-230,0.10310121240800442,0,7840,0.0,425000.0
3,2.25,2750,6203,1.0,1,4,5,7,1620,1130,47.6163,-122.068,2570,7009,11,56,56,0,1,180,0.264293057040853,0,19250,0.4109090909090909,642000.0
3,1.0,1230,9568,1.0,0,0,5,7,1230,0,47.538999999999994,-122.179,1270,9575,5,53,53,0,0,-40,0.16719883372798794,0,8610,0.0,380000.0
3,1.5,1190,20672,1.5,0,3,3,7,1190,0,47.4459,-122.359,2150,16239,8,67,67,0,0,-960,0.16254137934692106,0,8330,0.0,390000.0
2,1.0,740,3434,1.0,0,0,5,6,740,0,47.2088,-121.992,1160,6000,9,95,95,0,0,-420,0.5230628738497874,0,4440,0.0,279500.0
4,2.5,1770,5855,2.0,0,0,3,7,1770,0,47.3483,-122.053,1790,5679,6,12,12,0,0,-20,0.38001213138530127,0,12390,0.0,342000.0
4,2.25,1720,7803,1.0,0,0,3,8,1350,370,47.5119,-122.337,1720,7803,4,60,60,0,1,0,0.09442722065167874,0,13760,0.21511627906976744,305000.0
4,2.5,2770,45514,2.0,0,0,4,9,2770,0,47.7751,-122.088,2940,49495,6,26,26,0,0,-170,0.29683668910699323,0,24930,0.0,652475.0
4,2.75,2330,3917,2.0,0,0,3,9,2330,0,47.5527,-121.99,2620,4400,7,11,11,0,0,-290,0.346258082938148,0,20970,0.0,575000.0
3,2.5,1660,7388,2.0,0,0,3,7,1660,0,47.3865,-122.027,2240,6228,12,12,12,0,0,-580,0.3759708765316788,0,11620,0.0,342000.0
2,2.5,1730,1037,3.5,0,0,3,8,1730,0,47.5594,-122.285,1280,1026,4,7,7,0,0,450,0.06639766562162006,0,13840,0.0,367500.0
3,2.25,1880,7279,1.0,0,0,3,7,1280,600,47.7574,-122.322,2020,8274,1,53,53,0,1,-140,0.15153695918817497,0,13160,0.3191489361702128,375000.0
4,2.75,2190,6740,2.0,0,0,3,7,2190,0,47.3804,-122.027,1950,7150,4,20,20,0,0,240,0.37956771464390554,0,15330,0.0,342000.0
3,1.75,1720,7202,1.0,0,0,3,7,1720,0,47.5044,-122.19,1720,7625,12,20,20,0,0,0,0.17480174484255204,0,12040,0.0,380000.0
4,3.25,2360,8344,2.0,0,0,3,8,2360,0,47.4403,-122.126,1860,8410,3,25,25,0,0,500,0.26457516890289795,0,18880,0.0,335000.0
3,1.5,1490,10132,1.0,0,0,4,6,1490,0,47.4779,-122.145,1720,9915,3,46,46,0,0,-230,0.22686405620988334,0,8940,0.0,435000.0
4,3.75,3490,5625,2.0,0,0,3,9,2610,880,47.6685,-122.332,1940,5000,11,1,1,0,1,1550,0.062300080256770606,0,31410,0.2521489971346705,550000.0
3,2.75,2370,8900,1.0,0,4,4,9,1670,700,47.5648,-122.156,2840,8956,9,44,44,0,1,-470,0.18090099502213108,0,21330,0.29535864978902954,760184.5
4,2.5,2290,9120,2.0,0,0,4,8,2290,0,47.5613,-122.128,2290,9120,11,38,38,0,0,0,0.20898042970574676,0,18320,0.0,760184.5
4,3.0,1790,3600,1.5,0,0,3,8,1790,0,47.6117,-122.313,1770,3119,4,114,114,0,0,20,0.019876116320845193,0,14320,0.0,572000.0
4,1.75,1820,5015,1.0,0,0,4,6,1190,630,47.5569,-122.31,1530,9130,7,89,89,0,1,290,0.05402684517904035,0,10920,0.34615384615384615,342500.0
